id,category,buwei,tiduan,xingdong,fangxiang,weizhi,detail,
70,其它,下肢,臀部,加强,屈曲,仰卧,"练习者应采取仰卧姿势，躺在平坦的瑜伽垫或床上，双脚平放在地面上，与肩同宽。将双手放在膝盖上，掌心朝下，手指尖向前。吸气，然后慢慢将凹侧膝盖推向胸部，尽量保持身体稳定。在此过程中，用双手轻轻抵抗膝盖的移动，感受腹部肌肉的收缩。保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者可以缓慢地将膝盖放回起始位置，完成一次动作。
此动作的主要目标是增强腹部肌肉力量和核心稳定性。重点关注腹直肌、腹外斜肌等腹部肌肉的参与。
在进行此康复练习时，建议每周至少进行三次，每次每侧膝盖重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
71,其它,下肢,臀部,加强,屈曲,仰卧,"练习者应采取仰卧姿势，躺在平坦的瑜伽垫或床上，双脚平放在地面上，与肩同宽。将双手放在身体两侧，掌心朝下，手指尖向身体。吸气，然后慢慢抬起左腿，使其与地面垂直，尽量保持身体稳定。在此过程中，保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者可以将左腿沿身体侧面缓慢摆动，直至大腿与地面平行。在此过程中，保持左腿伸直，感受大腿肌肉的拉伸。然后，慢慢将左腿回到起始位置，完成一次动作，然后换右腿进行。
此动作的主要目标是增强大腿肌肉力量、灵活性和核心稳定性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。
在进行此康复练习时，建议每周至少进行三次，每次每条腿重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
72,其它,下肢,臀部,加强,屈曲,仰卧,"练习者应采取仰卧姿势，躺在平坦的瑜伽垫或床上，双脚平放在地面上，与肩同宽。将双手放在胸前，掌心相对，手指尖向前。吸气，然后慢慢抬起左腿，使其与地面垂直，尽量保持身体稳定。在此过程中，保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者可以用双手在膝盖上做一个支撑，轻轻地推膝盖向上，感受腹部肌肉的收缩。保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。然后，慢慢将左腿放回起始位置，完成一次动作，然后换右腿进行。
此动作的主要目标是增强腹部肌肉力量和核心稳定性。重点关注腹直肌、腹外斜肌等腹部肌肉的参与。
在进行此康复练习时，建议每周至少进行三次，每次每条腿重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
73,其它,下肢,臀部,加强,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在臀部附近，手掌向下，手指尖向前。吸气，然后慢慢向后倾盆骨，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者开始交替弯曲臀部，感受盆骨和下肢肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将盆骨回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强盆骨和下肢肌肉的力量和灵活性，重点关注股四头肌、臀大肌和核心稳定肌群的参与。同时，这个动作也有助于提高核心肌群的稳定性和下肢的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每侧盆骨和臀部重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
74,其它,下肢,臀部,加强,屈曲,仰卧,"练习者应采取仰卧姿势，躺在平坦的瑜伽垫或床上，双脚平放在地面上，与肩同宽。将一个小凳子放在双腿之间，确保小凳子的高度适中，使双膝能够舒适地放在上面。将双手放在身体两侧，掌心朝下，手指尖向身体。吸气，然后慢慢抬起双膝，使其在小凳子上方伸展，尽量保持身体稳定。在此过程中，保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者可以缓慢地提起伸展腿部，感受大腿肌肉的拉伸。保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。然后，慢慢将双膝放回起始位置，完成一次动作。
此动作的主要目标是增强大腿肌肉力量、灵活性和核心稳定性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
75,其它,下肢,臀部,伸展,内收,坐位,"练习者应采取仰卧姿势，躺在平坦的瑜伽垫或床上，双腿伸直。膝盖弯曲，将双脚平放在地面上，与肩同宽。臀部也应保持弯曲状态，注意保持脊柱的中性位置，避免过度弯曲或伸展。将双手放在身体两侧，掌心朝下，手指尖向身体。吸气，然后慢慢扭动盆骨，感受骨盆区域的运动。在此过程中，保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。
此动作的主要目标是增强骨盆区域的力量和灵活性，以及核心肌群的稳定性。重点关注盆底肌群、臀大肌和核心稳定肌群的参与。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
76,其它,下肢,臀部,伸展,内收,仰卧,"练习者应采取仰卧姿势，躺在平坦的瑜伽垫或床上，双腿伸直。膝盖弯曲，将双脚平放在地面上，与肩同宽。注意保持脊柱的中性位置，避免过度弯曲或伸展。将双手放在身体两侧，掌心朝下，手指尖向身体。吸气，然后慢慢将一只脚向下推动，使其尽量触及地面，感受下肢的伸展。在此过程中，保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。
此动作的主要目标是增强下肢力量、灵活性和核心稳定性。重点关注大腿后侧肌群、臀大肌和核心稳定肌群的参与。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
77,其它,下肢,臀部,伸展,伸,跪,"练习者应采取膝盖跪地的姿势，跪在平坦的瑜伽垫或地板上，双脚脚尖着地，与肩同宽。确保身体平衡，注意保持脊柱的中性位置，避免过度弯曲或伸展。将双手放在身体前方，掌心朝下，手指尖向身体。吸气，然后慢慢向前移动盆骨，感受胯部屈肌的伸展。在此过程中，保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。
此动作的主要目标是增强胯部屈肌的力量和灵活性，以及核心肌群的稳定性。重点关注大腿前侧肌群、臀大肌和核心稳定肌群的参与。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
78,其它,下肢,臀部,伸展,伸,站立,"练习者应采取站立姿势，站在墙前，双脚与肩同宽，确保身体平衡。将双手放在身体两侧，掌心朝下，手指尖向身体。吸气，然后慢慢向前倾斜身体，尽量保持背部挺直，脚跟紧贴地面。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。感受小腿腿筋的拉伸，保持呼吸均匀。
此动作的主要目标是拉伸小腿腿筋，增强其柔韧性。同时，也能提升核心肌群的稳定性和背部肌肉的力量。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
79,其它,下肢,臀部,伸展,伸,站立,"练习者应采取站立姿势，站在桌子前，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前。吸气，然后慢慢屈膝，尽量保持身体稳定。在屈膝的同时，捉住脚踝，向上拉，感受四头肌的伸展。在此过程中，保持呼吸均匀，并注意保持脊柱的中性位置，避免过度弯曲或伸展。
此动作的主要目标是伸展四头肌，增强其柔韧性。同时，也能提升核心肌群的稳定性和腿部力量。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
80,其它,下肢,臀部,伸展,伸,站立,"练习者应站在桌子前，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前。吸气，慢慢抬起左脚，尽量保持身体稳定。将左脚沿桌子表面缓慢向前移动，直至小腿与桌面平行。在此过程中，保持呼吸均匀。然后，慢慢将左脚回到起始位置，重复此动作，然后换右脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
81,其它,下肢,臀部,伸展,伸,站立,"练习者站立在稳固的桌子前，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前，与盆骨成一水平线。保持呼吸均匀。然后，慢慢伸展右臀部，尽量保持身体稳定。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性，同时锻炼臀部肌肉。重点关注股四头肌、臀大肌和核心稳定肌群的参与。
在进行此康复练习时，建议每周至少进行三次，每次每侧臀部重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
82,其它,下肢,臀部,伸展,伸,俯卧,"练习者应采取俯卧姿势，趴在桌子上，双脚平放在地面上，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前。吸气，然后慢慢抬起一只脚，尽量保持身体稳定。将抬起的那只脚沿桌子表面缓慢向前移动，直至小腿与桌面平行。在此过程中，感受胯部屈肌肌肉的伸展。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。保持呼吸均匀。然后，慢慢将脚回到起始位置，重复此动作，然后换另一只脚进行。
此动作的主要目标是伸展胯部屈肌肌肉，增强其柔韧性。同时，也能提升核心肌群的稳定性和下肢灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
83,其它,下肢,臀部,伸展,伸,俯卧,"练习者应采取俯卧姿势，趴在地面上，确保身体平衡。将一只手放在同一侧的脚踝上，用手掌轻轻抓住脚踝。吸气，然后慢慢拉伸股四头肌，尽量保持身体稳定。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。保持呼吸均匀。然后，慢慢将脚踝回到起始位置，重复此动作。
此动作的主要目标是伸展股四头肌，增强其柔韧性。同时，也能提升核心肌群的稳定性和下肢灵活性。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
84,其它,下肢,臀部,伸展,伸,仰卧,"练习者应采取仰卧姿势，躺在床上，确保身体平衡。将一条腿悬挂在床外，尽量保持身体稳定。另一条腿保持伸展状态，与悬挂的腿成一直线。吸气，然后慢慢伸展悬挂的腿，感受下肢肌肉的拉伸。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。保持呼吸均匀。然后，慢慢将腿回到起始位置，重复此动作。
此动作的主要目标是伸展下肢肌肉，增强其柔韧性。同时，也能提升核心肌群的稳定性和下肢灵活性。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
85,其它,下肢,臀部,伸展,伸,仰卧,"练习者应采取仰卧姿势，躺在床上或瑜伽垫上，确保身体舒适。将双膝弯曲，用双手将膝盖拉近胸部，同时感受盆骨的旋转。吸气，然后在呼气时慢慢将膝盖推向床面，尽量保持身体稳定。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。在此过程中，注意保持呼吸均匀。然后，慢慢将膝盖回到起始位置，重复此动作。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。同时，旋转盆骨的动作有助于增强盆底肌群的力量。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
86,其它,下肢,臀部,伸展,伸,仰卧,"练习者应采取仰卧姿势，躺在床上，确保身体舒适。将一只脚悬空放在床外，尽量保持身体稳定。然后，逐渐弯曲这只脚，感受下肢肌肉的拉伸。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。保持呼吸均匀。然后，慢慢将脚回到起始位置，重复此动作。
此动作的主要目标是增强下肢肌肉的柔韧性和灵活性，特别是股四头肌和臀大肌。同时，这个动作也有助于提升核心肌群的稳定性。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
87,其它,下肢,臀部,伸展,伸,仰卧,"练习者应采取仰卧姿势，躺在床上或瑜伽垫上，确保身体舒适。将一只脚伸直，放在床面或瑜伽垫上，尽量保持身体稳定。然后，逐渐将另一只脚伸直，放在床面或瑜伽垫上，感受腰大肌的伸展。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。保持呼吸均匀。然后，慢慢将脚回到起始位置，重复此动作。
此动作的主要目标是伸展腰大肌，有助于缓解腰部和下背部的紧张感。同时，这个动作也有助于提升核心肌群的稳定性。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
88,其它,下肢,臀部,伸展,屈曲,坐位,"练习者应采取坐姿，坐在床上，确保身体舒适。将一条腿伸直放在床面 上，另一条腿悬空，尽量保持身体稳定。然后，向前弯曲躯干，感受小腿后部肌肉的伸展。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。保持呼吸均匀。然后，慢慢将躯干回到起始位置，重复此动作。
此动作的主要目标是伸展小腿后部肌肉，有助于缓解腿部紧张感和提升柔韧性。同时，这个动作也有助于增强核心肌群的稳定性。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
89,其它,下肢,臀部,伸展,屈曲,仰卧,"练习者应采取仰卧姿势，躺在床上或瑜伽垫上，确保身体舒适。将一只脚伸直，用双手抓住脚踝，尽量保持身体稳定。然后，慢慢伸展膝盖和脚，感受大腿后侧肌肉的拉伸。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。保持呼吸均匀。然后，慢慢将脚放回起始位置，重复此动作。
此动作的主要目标是伸展大腿后侧肌肉，有助于缓解腿部紧张感和提升柔韧性。同时，这个动作也有助于增强核心肌群的稳定性。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
90,其它,下肢,膝部,松动,屈曲,俯卧,"练习者应采取俯卧姿势，趴在床上或瑜伽垫上，确保身体舒适。将膝盖弯曲，尽量保持身体稳定。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。保持呼吸均匀。然后，慢慢将膝盖放回起始位置，重复此动作。
此动作的主要目标是锻炼核心肌群和下肢灵活性。重点关注大腿前侧肌肉、臀大肌和核心稳定肌群的参与。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
91,其它,下肢,膝部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在臀部旁边，手掌向下，手指尖向前。吸气，然后慢慢弯曲臀部，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者将弯曲的臀部进行内外旋转，感受到臀大肌和周边肌肉的充分拉伸。保持这个姿势几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强臀部肌肉力量和灵活性，重点关注臀大肌、臀中肌和臀小肌的参与。
在进行此康复练习时，建议每周至少进行三次，每次每侧臀部重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
92,其它,下肢,膝部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在臀部旁边，手掌向下，手指尖向前。吸气，然后慢慢弯曲臀部和膝盖，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者开始旋转臀部，同时轻微向外伸展膝盖，感受臀部肌肉和大腿肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强臀部肌肉力量和灵活性，同时也有助于提高大腿肌肉的力量和核心肌群的稳定性。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每侧臀部和膝盖重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
93,其它,下肢,膝部,松动,旋转,站立,"练习者应采取站立姿势，双脚与肩同宽，确保身体平衡。将双手放在身体两侧，手掌向下，手指尖向前。吸气，慢慢抬起左脚，尽量保持身体稳定。同时，弯曲和扭曲膝盖，感受大腿肌肉的拉伸。在此过程中，保持呼吸均匀。然后，慢慢将左脚和膝盖回到起始位置，重复此动作，然后换右脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
94,其它,下肢,膝部,肌肉运动知觉,没有,站立,"练习者应采取站立姿势，双脚与肩同宽，确保身体平衡。将双手放在身体两侧，手掌向下，手指尖向前。向前踏出一步，前腿膝盖关节弯曲，感受大腿肌肉的拉伸。同时，横向摆动膝盖，增加下肢灵活性。在此过程中，保持呼吸均匀。然后，慢慢将膝盖回到起始位置，重复此动作，然后换另一条腿进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
95,其它,下肢,膝部,肌肉运动知觉,没有,站立,"练习者应采取站立姿势，选择一面墙，将一只脚抬起，脚掌贴在墙上，确保身体平衡。将双手放在身体两侧，手掌向下，手指尖向前。吸气，慢慢开始横向摆动膝盖，尽量保持身体稳定。摆动膝盖时，感受大腿肌肉的拉伸。在此过程中，保持呼吸均匀。然后，慢慢将膝盖回到起始位置，重复此动作。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
96,其它,下肢,膝部,加强,伸,站立,"练习者站在稳固的桌子旁，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前。吸气，慢慢抬起左腿，尽量保持身体稳定。将左腿沿桌子表面缓慢向前摆动，直至小腿与桌面平行。在此过程中，保持呼吸均匀。然后，慢慢将左腿摆回到起始位置，重复此动作，然后换右腿进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只腿重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
97,其它,下肢,膝部,加强,伸,站立,"练习者应站在桌子旁边，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前。接着，练习者可以向前迈出左腿，使其与桌面平行，同时保持身体稳定。在此过程中，保持呼吸均匀。然后，练习者可以慢慢将左腿向前移动，增加步幅，感受下肢和核心肌群的参与。注意保持脊柱的中性位置，避免过度弯曲或伸展。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
98,其它,下肢,膝部,加强,伸,站立,"练习者应采取站立姿势，双脚与肩同宽，确保身体平衡。模仿滑动走路的动作，同时保持膝盖屈曲，尽量保持身体稳定。在这个过程中，可以把手放在身体两侧，或者轻轻放在膝盖上，以保持平衡。吸气，然后慢慢移动身体，模仿走路的动作，但不需要把脚提起。在此过程中，保持呼吸均匀。然后，慢慢回到起始位置，重复此动作。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
99,其它,下肢,膝部,加强,伸,站立,"练习者应采取站立姿势，背靠一面墙，双腿与肩同宽，确保身体平衡。将双手放在身体两侧，手掌向下，手指尖向前。吸气，慢慢将双腿向前移动，使身体离开墙面，同时保持膝盖弯曲。当蹲下时，尽量保持身体稳定，并将一只小腿提起，使脚踝与地面平行。在此过程中，保持呼吸均匀。然后，慢慢将小腿回到起始位置，重复此动作，然后换另一只脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
100,其它,下肢,膝部,加强,伸,站立,"练习者应采取站立姿势，双脚与肩同宽，确保身体平衡。将双手放在身体两侧，手掌向下，手指尖向前。吸气，慢慢抬起左脚，尽量保持身体稳定。同时，弯曲和扭曲膝盖，感受大腿肌肉的拉伸。在此过程中，保持呼吸均匀。然后，慢慢将左脚和膝盖回到起始位置，重复此动作，然后换右脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
101,其它,下肢,膝部,加强,伸,站立,"练习者应采取站立姿势，站在桌子前，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前。吸气，慢慢后仰躯干，尽量保持身体稳定，同时保持膝盖微微弯曲。当躯干后仰到一定程度时，慢慢蹲下，使大腿与地面平行。在此过程中，保持呼吸均匀。然后，慢慢将身体恢复到起始位置，重复此动作。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
102,其它,下肢,膝部,加强,伸,站立,"练习者应采取站立姿势，站在稳固的凳子上，确保身体平衡。在墙面上设定一个标记，作为参考点。练习者开始时，用双手抓住凳子边缘，手掌向下，手指尖向前。吸气，慢慢抬起一只脚，尽量保持身体稳定。将抬起的那只脚沿墙面缓慢向前移动，直至小腿与墙面平行。在此过程中，保持呼吸均匀。然后，慢慢将脚回到起始位置，重复此动作，然后换另一只脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
103,其它,下肢,膝部,加强,伸,站立,"练习者应采取站立姿势，站立稳定后，尝试单腿站立，使一只脚抬起，尽量保持身体平衡。将双手放在身体两侧，手掌向下，手指尖向前，以保持平衡。吸气，当身体稳定后，慢慢尝试屈曲抬起的那只腿的膝盖，使其向胸部靠拢。在此过程中，保持呼吸均匀，并确保身体平衡。然后，慢慢将膝盖伸直，回到起始位置，重复此动作，然后换另一只脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿肌肉、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
104,其它,下肢,膝部,加强,伸,站立,"练习者应采取站立姿势，站在稳固的桌子前，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前，同时保持背部挺直，保持脊柱的中立位置。吸气，慢慢抬起左脚，尽量保持身体稳定。将左脚沿桌子表面缓慢向前移动，直至小腿与桌面平行。在此过程中，保持呼吸均匀，并注意保持脊柱的中立位置。然后，慢慢将左脚回到起始位置，重复此动作，然后换右脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中立位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
105,其它,下肢,膝部,加强,伸,站立,"练习者应采取站立姿势，站在稳固的桌子前，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前。接着，练习者分开双腿，与肩同宽，然后将骨盆向左右两侧横向移动，同时尽量保持身体稳定。在此过程中，保持呼吸均匀。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性，同时锻炼骨盆的稳定性和控制能力。重点关注股四头肌、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中立位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每侧重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
106,其它,下肢,膝部,加强,伸,站立,"练习者应采取坐姿，坐在稳固的椅子上（带扶手），双脚平放在地面上，与肩同宽。确保身体平衡，同时保持背部挺直，保持脊柱的中立位置。将双手放在椅子扶手上，手掌向下，手指尖向前。吸气，慢慢抬起身体，尽量保持身体稳定和平衡。在此过程中，保持呼吸均匀，并注意保持脊柱的中立位置。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中立位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次重复10-15次。根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
